FISCAL YEAR,FISCAL MONTH NAME,DEPARTMENT NAME,REVENUE SOURCE NAME,REVENUE COLLECTED,FUND NAME,REVENUE SOURCE CLASS NAME,REVENUE SOURCE CATEGORY NAME,REVENUE SOURCE CATEGORY,FISCAL MONTH,FISCAL PERIOD,FUND,DEPARTMENT,REVENUE SOURCE CLASS,REVENUE SOURCE
2022,MAY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,6292.30,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,11,202211,447,94,317,3178
2022,JUNE,TRANSPORTATION,EXPEDITED PERMIT FEE,33978.22,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,12,202212,50Y,94,465,4673
2023,AUGUST,TRANSPORTATION,LEASES & RENTALS-OTHER,52661.54,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,2,202302,363,94,493,4934
2023,AUGUST,TRANSPORTATION,VEHICLE APPLICATION,2835.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,202302,100,94,328,3287
2023,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-PROP C,3392465.58,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,202302,100,94,561,5638
2022,JUNE,TRANSPORTATION,TRNSP MITIGATION RELATED COST,842295.74,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,12,202212,100,94,530,5330
2022,MAY,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,1170.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,11,202211,100,94,328,3293
2023,JULY,TRANSPORTATION,MOBILITY PROGRAM,41430.72,PERMIT PARKING PROG REV FD,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,1,202301,49C,94,328,3296
2022,MAY,TRANSPORTATION,REIMB FROM OTHER AGENCIES,308045.34,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,11,202211,655,94,381,3811
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,866.09,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,522,94,490,4903
2022,MAY,TRANSPORTATION,INTERFD OPER TRANS-OTHER FUNDS,1914513.96,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,11,202211,100,94,561,5654
2023,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-SIDEWALK REPAIR FUND,15391.17,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,202302,100,94,561,5664
2022,JUNE,TRANSPORTATION,REIMB OF OTHER GEN FUND COSTS-SPRF,4457446.90,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,12,202212,100,94,530,5305
2022,MAY,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,7614273.25,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,11,202211,540,94,313,3132
2022,APRIL,TRANSPORTATION,REIMB FROM OTHER AGENCIES,3787154.46,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,10,202210,385,94,381,3811
2023,JULY,TRANSPORTATION,REIMB FROM OTHER AGENCIES,149192.46,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,1,202301,655,94,381,3811
2022,JUNE,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,8645794.97,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,12,202212,385,94,313,3131
2023,AUGUST,TRANSPORTATION,DRIVER PERMIT,255708.58,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,202302,100,94,328,3289
2022,JUNE,TRANSPORTATION,PREFERENTIAL PARKING,300988.75,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,12,202212,49C,94,324,3257
2022,JUNE,TRANSPORTATION,INTEREST INCOME-OTHER,5711.76,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,12,202212,522,94,490,4903
2022,MAY,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,849922.99,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,11,202211,363,94,449,4491
2022,JUNE,TRANSPORTATION,OVERNIGHT PARKING,13993.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,12,202212,49C,94,324,3258
2022,MAY,TRANSPORTATION,COUNTY GRANTS - OTHERS,692183.06,TRANSPORTATION GRANTS FUND,COUNTY GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-CNTY,35,11,202211,655,94,351,3513
2022,APRIL,TRANSPORTATION,REIMB-METRO RAIL PROJECT,336143.08,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,10,202210,540,94,530,5311
2022,APRIL,TRANSPORTATION,REIMB-METRO RAIL PROJECT,237050.68,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,10,202210,100,94,530,5311
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS-SIDEWALK REPAIR FUND,-86773.50,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5664
2022,JUNE,TRANSPORTATION,INTEREST INCOME-OTHER,2893.85,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,12,202212,50Y,94,490,4903
2022,MAY,TRANSPORTATION,EXPEDITED PERMIT FEE,15000.00,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,11,202211,57P,94,465,4673
2023,JULY,TRANSPORTATION,EXPEDITED PERMIT FEE,29456.61,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,202301,50Y,94,465,4673
2022,APRIL,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,104296.93,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,10,202210,100,94,428,4293
2022,MAY,TRANSPORTATION,DRIVER PERMIT,185494.93,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,11,202211,100,94,328,3289
2022,APRIL,TRANSPORTATION,MOBILITY PROGRAM,69320.30,PERMIT PARKING PROG REV FD,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,10,202210,49C,94,328,3296
2022,JUNE,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,5145.44,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,12,202212,523,94,317,3178
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS-ST DAM RES FEE,-336745.75,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5649
2022,JUNE,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,116860.13,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,12,202212,100,94,420,4240
2023,JULY,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,1167932.36,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,1,202301,363,94,449,4491
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,32305.75,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,51Q,94,490,4903
2023,JULY,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,80824.73,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,1,202301,100,94,432,4355
2023,JULY,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,13922.50,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,1,202301,385,94,516,5188
2023,JULY,TRANSPORTATION,LEASES & RENTALS-OTHER,382.50,PROPOSITION A LOCAL TRANSIT,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,1,202301,385,94,493,4934
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,2983.79,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,47H,94,490,4903
2022,MAY,TRANSPORTATION,REIMB FROM OTHER FUNDS,11773.10,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,11,202211,100,94,530,5301
2022,MAY,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,157789.25,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,11,202211,385,94,465,4651
2023,JULY,TRANSPORTATION,PREFERENTIAL PARKING,218500.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,1,202301,49C,94,324,3257
2022,MAY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,628796.57,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,11,202211,523,94,317,3178
2022,JUNE,TRANSPORTATION,OTHER FEDERAL GRANTS,51084669.00,PROPOSITION A LOCAL TRANSIT,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,12,202212,385,94,368,3684
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,60.60,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,596,94,490,4903
2023,AUGUST,TRANSPORTATION,INTERFD OPER TRANS-ST DAM RES FEE,39125.83,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,202302,100,94,561,5649
2023,JULY,TRANSPORTATION,RELATED COST REIMB-OTHERS,8272.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,1,202301,100,94,530,5361
2022,APRIL,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,6271793.91,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,10,202210,540,94,313,3132
2022,APRIL,TRANSPORTATION,RELATED COST REIMB-OTHERS,242695.48,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,10,202210,655,94,530,5361
2022,MAY,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,10101.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,11,202211,100,94,530,5328
2023,AUGUST,TRANSPORTATION,FILMING PERMITS,350121.62,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,202302,100,94,328,3282
2023,JULY,TRANSPORTATION,EXPEDITED PERMIT FEE,60000.00,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,202301,57P,94,465,4673
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,504.66,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,207,94,490,4903
2022,APRIL,TRANSPORTATION,EXPEDITED PERMIT FEE,19627.70,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,10,202210,50Y,94,465,4673
2022,MAY,TRANSPORTATION,INTEREST INCOME-OTHER,19.69,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,11,202211,49M,94,490,4903
2022,JUNE,TRANSPORTATION,VEHICLE APPLICATION,43896.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,12,202212,100,94,328,3287
2022,MAY,TRANSPORTATION,REIMB FROM OTHER FUNDS,7992.06,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,11,202211,540,94,530,5301
2022,MAY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,85919.80,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,11,202211,681,94,317,3178
2022,MAY,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,104731.91,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,11,202211,100,94,428,4293
2022,JUNE,TRANSPORTATION,STATE GRANTS - OTHERS,166934.00,TRANSPORTATION GRANTS FUND,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,12,202212,655,94,336,3361
2022,JUNE,TRANSPORTATION,REIMB FROM OTHER AGENCIES,251174.79,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,12,202212,540,94,381,3811
2023,AUGUST,TRANSPORTATION,VALET PARKING REVENUE,15953.00,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,202302,363,94,449,4496
2022,JUNE,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,1200.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,12,202212,573,94,317,3178
2023,AUGUST,TRANSPORTATION,EXPEDITED PERMIT FEE,25000.00,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,2,202302,57P,94,465,4673
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,126514.16,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,385,94,490,4903
2023,JULY,TRANSPORTATION,DRIVER PERMIT,272032.80,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,1,202301,100,94,328,3289
2022,MAY,TRANSPORTATION,PARKING FACILITIES REVENUE,533124.84,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,11,202211,363,94,449,4495
2022,JUNE,TRANSPORTATION,INTEREST INCOME-OTHER,128573.51,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,12,202212,51Q,94,490,4903
2022,APRIL,TRANSPORTATION,INTERFD OPER TRANS-MEASURE R LOCAL RET,503046.92,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,10,202210,100,94,561,5659
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,51232.63,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,655,94,490,4903
2023,JULY,TRANSPORTATION,LEASES & RENTALS-OTHER,21621.66,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,1,202301,363,94,493,4934
2022,MAY,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,63739.88,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,11,202211,100,94,432,4357
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,618.68,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,55C,94,490,4903
2022,JUNE,TRANSPORTATION,DRIVER PERMIT,-649280.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,12,202212,100,94,328,3289
2022,MAY,TRANSPORTATION,INTERFD OPER TRANS-ST DAM RES FEE,30613.25,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,11,202211,100,94,561,5649
2022,MAY,TRANSPORTATION,INTERFD OPER TRANS-PROP A,2838427.55,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,11,202211,100,94,561,5616
2022,APRIL,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,157218.73,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,10,202210,100,94,432,4355
2022,MAY,TRANSPORTATION,SPECIAL PARKING REVENUE,3778204.70,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,11,202211,363,94,449,4494
2022,MAY,TRANSPORTATION,SALVAGE RECEIPTS,221.53,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,11,202211,100,94,514,5142
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,443.40,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,50Y,94,490,4903
2023,AUGUST,TRANSPORTATION,ADDL INTERFD TRANS-RES FD NON REIM,4089791.00,GENERAL FUND (GENERAL BUDGET),ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,2,202302,100,94,569,5692
2022,APRIL,TRANSPORTATION,DRIVER PERMIT,309675.85,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,10,202210,100,94,328,3289
2022,JUNE,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,330000.00,DEPT TRANSPORTATION TRUST,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,840,94,569,5693
2022,MAY,TRANSPORTATION,INTEREST INCOME-OTHER,205.79,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,11,202211,50Y,94,490,4903
2023,JULY,TRANSPORTATION,SALVAGE RECEIPTS,0.96,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,1,202301,100,94,514,5142
2022,APRIL,TRANSPORTATION,INTERFD OPER TRANS-SIDEWALK REPAIR FUND,14362.08,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,10,202210,100,94,561,5664
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS-OTHER FUNDS,2294129.14,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5654
2022,APRIL,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,73361.26,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,10,202210,447,94,317,3178
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS-PROP C,-5032109.44,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5638
2022,MAY,TRANSPORTATION,VALET PARKING REVENUE,24946.14,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,11,202211,363,94,449,4496
2022,JUNE,TRANSPORTATION,INTEREST INCOME-OTHER,816945.25,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,12,202212,385,94,490,4903
2023,JULY,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,10210399.00,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,1,202301,385,94,313,3131
2023,AUGUST,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,3305.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,202302,100,94,328,3293
2022,JUNE,TRANSPORTATION,CONSTRUCTION TRAFFIC MGMT FEE,185231.34,PROPOSITION C ANTIGRIDLOCK IMP,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,12,202212,540,94,465,4660
2022,JUNE,TRANSPORTATION,STREET NAME SIGNS,554.90,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,12,202212,100,94,428,4294
2022,MAY,TRANSPORTATION,INTEREST INCOME-OTHER,772.05,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,11,202211,47H,94,490,4903
2022,JUNE,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,277918.19,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,12,202212,100,94,432,4355
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,44639.52,MEASURE M LOCAL RETURN SPECIAL FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,59C,94,490,4903
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,313.85,VENICE COASTAL PARKING IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,864,94,490,4903
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,217217.37,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,385,94,490,4903
2022,APRIL,TRANSPORTATION,SPECIAL EVENTS,9660.99,DEPT TRANSPORTATION TRUST,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,10,202210,840,94,465,4658
2022,MAY,TRANSPORTATION,VEHICLE APPLICATION,5613.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,11,202211,100,94,328,3287
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS-PROP A,1756914.26,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5616
2022,APRIL,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,2961.92,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,10,202210,523,94,317,3178
2022,MAY,TRANSPORTATION,LEASES & RENTALS-OTHER,42904.97,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,11,202211,363,94,493,4934
2023,OCTOBER,TRANSPORTATION,LEASES & RENTALS-OTHER,45581.96,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,4,202304,363,94,493,4934
2022,MAY,TRANSPORTATION,INTEREST INCOME-OTHER,324.61,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,11,202211,55C,94,490,4903
2023,JULY,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,101873.34,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,1,202301,385,94,465,4651
2022,MAY,TRANSPORTATION,INTERFD OPER TRANS-SIDEWALK REPAIR FUND,14362.08,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,11,202211,100,94,561,5664
2022,JUNE,TRANSPORTATION,INTERFD OPER TRANS SP PKG REV,254366.82,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,12,202212,100,94,561,5617
2023,JULY,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,9093.49,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,1,202301,681,94,317,3178
2022,JUNE,TRANSPORTATION,REIMB FROM OTHER AGENCIES,975351.06,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,12,202212,655,94,381,3811
2023,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,245432.09,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,2,202302,681,94,317,3178
2022,APRIL,TRANSPORTATION,INTEREST INCOME-OTHER,98.13,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,10,202210,57P,94,490,4903
2022,JUNE,TRANSPORTATION,SPECIAL PARKING REVENUE,3525309.62,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,12,202212,363,94,449,4494
2023,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,86627.91,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,202302,385,94,381,3811
2022,JUNE,TRANSPORTATION,INTEREST INCOME-OTHER,401.17,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,12,202212,57P,94,490,4903
2023,JULY,TRANSPORTATION,BAD CHECK COLLECTION FEES,385.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,1,202301,100,94,432,4332
2022,APRIL,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,132.00,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,10,202210,385,94,516,5188
2022,APRIL,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,177525.79,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,10,202210,385,94,465,4651
2022,JUNE,TRANSPORTATION,RELATED COST REIMB-OTHERS,838360.01,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,12,202212,655,94,530,5361
2023,AUGUST,TRANSPORTATION,INTEREST INCOME-OTHER,41.31,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,2,202302,49M,94,490,4903
